entry_id,headword_kin,pronunciation_kin,synonym_kin,english_terms,french_terms,domain,definition_kin,source_title,source_page,source_year,review_status,notes
rcha-it-000072,Gufunga,gufuunga,,Close,Fermer,Ikoranabuhanga rya mudasobwa.,Akantu gakoreshwa mu gufunga inyandiko cyangwa porogaramu kuri mugaragaza.,Inkoranyamuga y'ikoranabuhanga,22,2026,auto_parsed,
rcha-it-000073,Cyatekerejweho,cyaateekêrejwehô,,Sentient,Sensible,Ubwenge buhangano.,"Ubushobozi bwo kumva no kugira ibyiyumvo, nko kumva ububabare, ibyishimo cyangwa ubwoba.",Inkoranyamuga y'ikoranabuhanga,22,2026,auto_parsed,
rcha-it-000074,Disiki nyatsamudasobwa,diisîki nyâtsamûdasobwâ,Agace nyatsa (agacê nyatsa); impagurutsa (impagûrutsa).,Boot Sector,Secteur de démarrage,Ikoranabuhanga rya mudasobwa.,"Icyiciro cya mbere cy’imbikamakuru ruziga, akaba ari ahantu hihariye",Inkoranyamuga y'ikoranabuhanga,22,2026,auto_parsed,
rcha-it-000075,Egizabayiti,egizabayîti,,Exabyte,Exaoctet,Ikoranabuhanga rya mudasobwa.,Ikinyabumwe cy’ibara (kubara) rya bayiti mu ikoranabuhanga kingana na jigabiyiti miriyari imwe.,Inkoranyamuga y'ikoranabuhanga,23,2026,auto_parsed,
rcha-it-000076,Fishiye ya awutuluku,fishiye y’awûtuluuku,,Outlook File,Fichier Outlook,Ikoranabuhanga rya mudasobwa.,Fishiye ya porogaramu ikoreshwa mu gucunga imeri n’amakuru y’umuntu ku giti cye.,Inkoranyamuga y'ikoranabuhanga,23,2026,auto_parsed,
rcha-it-000077,Fishiye ya vuba,fishiye ya vûba,,Recent file,Fichier récent,Ikoranabuhanga rya mudasobwa.,Fishiye ukoresha mudasobwa aba aheruka gufungura mu gihe gishize.,Inkoranyamuga y'ikoranabuhanga,23,2026,auto_parsed,
rcha-it-000078,Gihamya koranabuhanga,gihamyâ kôranabûhaânga,,Digital Evidence,Preuve numérique,Ikoranabuhanga ngaragazabimenyetso.,"Amakuru ayo ari yo yose yashyinguwe cyangwa yoherejwe ku buryo bw’ikoranabuhanga, akaba yakoreshwa mu rwego rwo gushaka amakuru yifashishwa n’ubutabera cyangwa y’ubushinjacyaha.",Inkoranyamuga y'ikoranabuhanga,24,2026,auto_parsed,
rcha-it-000079,Gihamya yo mu ihuzanzira,gihamyâ yô mu iihuuzanzira,,Evidence | Network- based Evidence,Preuve | preuve du réseau,Ikoranabuhanga rya mudasobwa.,Amakuru ayo ari yo yose akurwa mu bikorwa byo ku ihuzanzira akoreshwa mu kugaragaza cyangwa mu guhakana ikintu gikekwa ko cyabaye mu rwego rwo gushaka amakuru yifashishwa n’ubutabera cyangwa y’ubushinjacyaha.,Inkoranyamuga y'ikoranabuhanga,24,2026,auto_parsed,
rcha-it-000080,Gucapura,gucapuura,,Print,Imprimer,Ikoranabuhanga rya mudasobwa.,Igikorwa cyo kohereza inyandiko muri mucapyi kugira ngo isohoke ku mpapuro.,Inkoranyamuga y'ikoranabuhanga,24,2026,auto_parsed,
rcha-it-000081,Gucomeka,gucômeka,,Connect,Connecter,Ikoranabuhanga rya mudasobwa.,Guhuza ibyiciro bibiri by’ibikoresho bikarumana hagamijwe kohererezanya amakuru biciye mu nzira nkoranabuhanga ntwaramakuru.,Inkoranyamuga y'ikoranabuhanga,24,2026,auto_parsed,
rcha-it-000082,Gucomokora,gucômokoora,,Disconnect,Déconnecter,Ikoranabuhanga rya mudasobwa.,"Gutandukanya ibikoresho bibiri byari birumanye mu rwego rwo guhererekanya amakuru yanyuraga mu nzira nkoranabuhanga ntwaramakuru, ava mu gikoresho kimwe ajya mu kindi.",Inkoranyamuga y'ikoranabuhanga,24,2026,auto_parsed,
rcha-it-000083,Gufotora,gufotora,,"Photograph,",Photographier | prendre une photo,Ikoranabuhanga ry’amashusho.,Igikorwa cyo gufata,Inkoranyamuga y'ikoranabuhanga,24,2026,auto_parsed,
rcha-it-000084,Funga porogaramu zose,fuunga porogaraâmu zôose,,Close all programs,Fermer tous les programmes,Ikoranabuhanga rya mudasobwa.,Gufunga porogaramu zose zirimo gukora.,Inkoranyamuga y'ikoranabuhanga,25,2026,auto_parsed,
rcha-it-000085,Guhahira mu ikoranabuhanga,guhaahira mu iikôranabûhaânga,,Armchair shopping | teleshopping,Téléachat,Ikoranabuhanga ry’imari.,Guhaha wifashishije tekiniki z’itumanaho cyangwa za radiyo.,Inkoranyamuga y'ikoranabuhanga,25,2026,auto_parsed,
rcha-it-000086,Guhindura umubare w’ibanga,guhiindura umubarê w’îbaanga,,Pin re-issue,Changement de NIP,Ikoranabuhanga rya mudasobwa.,"Guhabwa umubare w’ibanga mushya igihe uwari usanzwe wibagiranye, wibwe cyangwa ushaka kuwuhindura ku mpamvu z’umutekano.",Inkoranyamuga y'ikoranabuhanga,25,2026,auto_parsed,
rcha-it-000087,Guhishura amakuru,guhîshuura amakurû,,Disclosure of data,Dévoiler les données,Itumanaho koranabuhanga.,"Ukuba amakuru y’ibanga cyangwa yihariye ashyizwe ahagaragara, yaba ku bushake cyangwa ku buryo butateganyijwe.",Inkoranyamuga y'ikoranabuhanga,25,2026,auto_parsed,
rcha-it-000088,Guhitamo,guhîtamô,,Selection | Select,Sélection | sélectionner,Ikoranabuhanga rya mudasobwa.,Gutoranya inyandiko cyangwa ikintu kugira ngo gikoreshweho igikorwa runaka.,Inkoranyamuga y'ikoranabuhanga,25,2026,auto_parsed,
rcha-it-000089,Gukata,gukata,,Cut,Couper,Ikoranabuhanga rya mudasobwa.,Igikorwa cyo gukuraho inyandiko wahisemo ukayishyira mu bubiko bw’igihe gito.,Inkoranyamuga y'ikoranabuhanga,25,2026,auto_parsed,
rcha-it-000090,Gukoporora,gukoporora,,Copy,Copier,Ikoranabuhanga rya mudasobwa.,Ugufata kopi y’inyandiko wahisemo utayikuye aho yari iri.,Inkoranyamuga y'ikoranabuhanga,25,2026,auto_parsed,
rcha-it-000091,Gukuraho,gukûurahô,,Unmount,Démonter,Ikoranabuhanga rya murandasi.,Uburyo bwo gukura igikoresho cyakira amakuru kuri murandasi ku buryo bw’itumanaho kugira ngo kidakomeza gukoreshwa cyangwa ngo gikorweho imirimo y’ikoranabuhanga.,Inkoranyamuga y'ikoranabuhanga,26,2026,auto_parsed,
rcha-it-000092,Ikwirakwiza ry’itumanaho kuri bose,ikwîikwiiza ry’îitûmanahô kurî bôose,,Universal access to communication,Accès universel à la communication,Itumanaho koranabuhanga.,"Inshingano yo gutanga serivisi z’ibanze z’itumanaho, ku nyungu za rubanda kandi ku giciro gikwiye.",Inkoranyamuga y'ikoranabuhanga,26,2026,auto_parsed,
rcha-it-000093,Gusangiza ihuzanzira,gusaangiza ihuuzanzira,,Tethering,Partage de connexion,Itumanaho koranabuhanga.,"Uburyo bwo gutiza ihuzanzira rya murandasi ibindi bikoresho nka telefoni yindi, mudasobwa ngendanwa nto cyangwa mudasobwa isanzwe iturutse kuri telefoni hakoreshejwe amayinite.",Inkoranyamuga y'ikoranabuhanga,26,2026,auto_parsed,
rcha-it-000094,Gushaka amakuru,gushaaka amakurû,,Data Search,Recherche de données,Ikoranabuhanga rya mudasobwa.,Uburyo bwo gushakisha inyandiko cyangwa amakuru mu bubiko hakoreshejwe ikoranabuhanga.,Inkoranyamuga y'ikoranabuhanga,26,2026,auto_parsed,
rcha-it-000095,Gushyikiriza,gushyikiriza,,Submit,Soumettre,Ikoranabuhanga rya mudasobwa.,Igikorwa cyo kohereza inyandiko cyangwa amakuru ku buryo bwemewe ngo bisuzumwe bifatirwe icyemezo.,Inkoranyamuga y'ikoranabuhanga,26,2026,auto_parsed,
rcha-it-000096,Kohereza ku rubuga,koohereza ku rubûga,,Uploading | upload,Téléversement | mettre sur le web,Ikoranabuhanga rya mudasobwa.,"Uburyo bwo gushyira amakuru arimo inyandiko, amafoto, amashusho n'amajwi bitunganyije ku miyoboro itandukanye y'imbuga nkoranyambaga ku mpamvu zo kubicuruza ku mbuga nkoranyambaga.",Inkoranyamuga y'ikoranabuhanga,26,2026,auto_parsed,
rcha-it-000097,Gusikana,gusikana,,Scanning | scan,Numérisation | numériser,Ikoranabuhanga rya mudasobwa.,Igikorwa cyo gufata cyangwa kubika amakuru hifashishijwe igikoresho nka sikaneri.,Inkoranyamuga y'ikoranabuhanga,27,2026,auto_parsed,
rcha-it-000098,Gusohoka,gusohoka,,Sign out,Se déconnecter,Ikoranabuhanga rya mudasobwa.,Igikorwa cyo kuva muri konti wari winjiyemo.,Inkoranyamuga y'ikoranabuhanga,27,2026,auto_parsed,
rcha-it-000099,Iboneza rya mudasobwa,ibôneza ryaa mûdasobwâ,,Formating,Formatage,Ikoranabuhanga rya mudasobwa.,"Ihanagurwa ry’ibyari muri mudasobwa byose ndetse na sisitemu zari zirimo na zo zigakurwamo, hagashyirwamo sisitemu nshyashya.",Inkoranyamuga y'ikoranabuhanga,27,2026,auto_parsed,
rcha-it-000100,Gutunganya amakuru bwite,gutûungaanya amakurû bwiîte,,Processing of personal data,Traitement des données personnelles,Ikoranabuhanga ndangamuntu.,Igikorwa cyangwa urukurikirane rw’ibikorwa bikorerwa amakuru bwite y’umuntu byaba bikozwe cyangwa bitakozwe ku buryo bwikora.,Inkoranyamuga y'ikoranabuhanga,27,2026,auto_parsed,
rcha-it-000101,Hamya ukande,hamya ukaandê,,Point and click,Pointer et cliquer,Ikoranabuhanga rya mudasobwa.,Kimwe mu bikorwa by’ukoresha mudasobwa aho yimura akayoborambeba akajyana ahantu runaka ku irebero hanyuma agakanda akarango k’imbeba cyangwa k’ikindi gikoresho cya mudasobwa kiranga.,Inkoranyamuga y'ikoranabuhanga,27,2026,auto_parsed,
rcha-it-000102,Ibanga,ibaanga,,Confidentiality,Confidentialité,Ikoranabuhanga rya mudasobwa.,Kurinda icyahungababanya ikumira ryemewe ku iyinjira n’igaragazamakuru hakubiyemo uburyo bwo kurinda ubuzima bwite n’amakuru yihariye.,Inkoranyamuga y'ikoranabuhanga,28,2026,auto_parsed,
rcha-it-000103,Ibanga rikomeye,ibaanga rikomêye,,Top Secret,Top secret,Ikoranabuhanga rya murandasi.,Amakuru atangazwa kandi bitatangiwe uburenganzira kandi bikaba byateza igihombo cyangwa ingorane ikomeye cyane yo mu rwego rw’umutekano w’igihugu. Ibanga ry’amakuru (ibaanga ry’âmakurû),Inkoranyamuga y'ikoranabuhanga,28,2026,auto_parsed,
rcha-it-000104,Ibarwa ry’iyinjira,ibarwa ry’îiyînjira,,Logging,Journalisation,Ikoranabuhanga rya mudasobwa.,Uburyo bwo gushyira amakuru muri sisitemu ya mudasobwa.,Inkoranyamuga y'ikoranabuhanga,28,2026,auto_parsed,
rcha-it-000105,Inyandiko iberamye,inyandiko ibêramye,,Italic,Italique,Ikoranabuhanga rya mudasobwa.,Uburyo bwo gutunganya inyandiko butuma inyuguti zihengamira iburyo kugira ngo zitandukane n’izisanzwe.,Inkoranyamuga y'ikoranabuhanga,28,2026,auto_parsed,
rcha-it-000106,Ibibazo by’inkoranabuhanga,ibibâzo by’îinkôranabûhaânga,,Software entropy,Entropie du logiciel | entropie logicielle,Ikoranabuhanga rya mudasobwa.,Ibibazo bititezwe inkoranabuhanga isanzwe ikora yazagira iramutse ihinduwe cyangwa ntijye igera ku ntego cyangwa byombi bikaba.,Inkoranyamuga y'ikoranabuhanga,28,2026,auto_parsed,
rcha-it-000107,Ibigaragara ku ngaragazashusho,ibigâragara kuu ngaragarashusho,,On-screen,À l'écran,Ikoranabuhanga rya mudasobwa.,Amakuru agaragarira mu kirahure cy’irebero rya mudasobwa.,Inkoranyamuga y'ikoranabuhanga,29,2026,auto_parsed,
rcha-it-000108,Ibikoresho by’umwubatsi w’intangazamakuru,ibikôreesho by’ûumwûubatsi w’îintâangaazamâkurû,,Multimedia developer’s kit,Kit du développeur multimédia,Ikoranabuhanga rya mudasobwa.,Igikoresho gitunganywa n’uruganda rwa Mikorosofuti cyorohereza abakora bakanarema imbuga zigiye zitandukanye gukora porogaramu zifashishwa mu gucuranga amajwi n’amashusho ndetse no kugaragaza amafoto.,Inkoranyamuga y'ikoranabuhanga,29,2026,auto_parsed,
rcha-it-000109,Ibikoresho bya mudasobwa,ibikôreesho byaa mûdasobwâ,,Computer Hardware | hardware,Matériel informatique,Ikoranabuhanga rya mudasobwa.,"Ibikoresho bifatika nka mudasobwa, ikigega mpuzamakuru, intanganzira, telefoni igezweho (simatifoni), bigahurira ku gucunga ububiko bw’amakuru.",Inkoranyamuga y'ikoranabuhanga,29,2026,auto_parsed,
rcha-it-000110,Ibikoresho mpuzanzira,ibikôreesho mpuuzanzira,,Networking hardware | network equipment | computer networking devices,Matériel de réseautage | équipement de réseau | périphérique de réseau informatique,Itumanaho koranabuhanga.,"Ibikoresho bya eregitoronike biba ari ngombwa kugira ngo itumanaho n’isangiramakuru hagati y’ibikoresho by’ihuzanzira, ari byokohererezanya amakuru mu ihuzanzira ry’ikoranabuhanga.",Inkoranyamuga y'ikoranabuhanga,29,2026,auto_parsed,
rcha-it-000111,Serivisi nsuzumamwimerere,seriviîsi nsûuzummwîimerêre,,Authentication products or services means,Produits ou services d’authentification,Ikoranabuhanga rya murandasi.,Ibikoresho cyangwa serivisi bigamije kwereka abandi nyir’umukono koranabuhanga.,Inkoranyamuga y'ikoranabuhanga,29,2026,auto_parsed,
rcha-it-000112,Ibikoresho nyongera bya mudasobwa,ibikôreesho nyôngêerâ byaa mûdasobwâ,,Computer peripheral | peripheral devices | peripherals,Périphériques d'ordinateur,Ikoranabuhanga rya mudasobwa.,"Ibikoresho byiyongera kuri mudasobwa bikayifasha kongera ubushobozi. Hari nk’imbeba, urwandikiro, mucapyi cyangwa indebero.",Inkoranyamuga y'ikoranabuhanga,30,2026,auto_parsed,
rcha-it-000113,Ibikorwa by’ihuzanzira,ibikorwâ by’îhuuzanzira,,Network facilities,Installation de réseau,Ikoranabuhanga rya murandasi.,Ibikoresho byose byitabazwa by’umwihariko mu miyoboro rusange y’itumanaho koranabuhanga.,Inkoranyamuga y'ikoranabuhanga,30,2026,auto_parsed,
rcha-it-000114,Ibikorwa remezo bya murandasi,ibikorwâ remezo byaa mûraandasî,,Internet infrastructure,Infrastructure Internet,Ikoranabuhanga rya murandasi.,"Sisitemu zifatika nk’insinga z’ihuzanzira, iminara y’itumanaho n’inkoranabuhanga (inkusanyamakuru ya murandasi, ibigo ntangamakuru, na mudasobwa bwite) bikoreshwa mu guhuza za mudasobwa n’abakoresha murandasi, ibyo bikorwa bigatuma habaho itumanaho kuri murandasi.",Inkoranyamuga y'ikoranabuhanga,30,2026,auto_parsed,
rcha-it-000115,Ibikorwa remezo koranabuhanga,ibikorwâ remezo kôranabûhaânga,,Digital infranstracture,Infrastructure numérique,Ikoranabuhanga rya mudasobwa.,"Ibintu shingiro bifatika hamwe n’uburyo bukenewe bw’ikoranabuhanga bikoreshwa mu gutanga ibicuruzwa na serivisi, twavuga nk’ibigo by’ amakuru, sisitemu y’imikorere n’ibindi.",Inkoranyamuga y'ikoranabuhanga,30,2026,auto_parsed,
rcha-it-000116,Ibimenyetso nyaruririmi rwa mudasobwa,ibimenyeetso nyarûrimi rwaa mûdasobwâ,,Coding variable,Variable de codage,Ikoranabuhanga rya mudasobwa.,Umwanya w’ububiko ufite izina urimo umubare ushobora guhinduka mu gihe hariho hakorwa gahunda ya mudasobwa.,Inkoranyamuga y'ikoranabuhanga,31,2026,auto_parsed,
rcha-it-000117,Igenzurabanga nyamubiri,igeenzuurabaanga nyamubiri,,Biometrics | Biometric technology | Biometrics data,Biométrie | Technologie biométrique | Données biométriques,Ikoranabuhanga ndangamuntu.,"Ikoranabuhanga nyamwikoresha rituma hemezwa hakanatahurwa ibimenyetso by’umubiri w’umuntu nk’ ibimenyetso by’intoki, indiba y’ijisho, imbengeza y’amaso, ingero mbonera z’ijwi, ingero mbonera zo mu maso n’ibipimo by’ibiganza.",Inkoranyamuga y'ikoranabuhanga,31,2026,auto_parsed,
rcha-it-000118,Ibirango by’amakuru,ibiraango by’âmakurû,,Data annotation,Annotation des données,Ikoranabuhanga rya mudasobwa.,"Uburyo bwo gushyira ibimenyetso ku makuru, kugira ngo werekane ibyo ushaka ko mudasobwa yawe yiga cyangwa iteganya.",Inkoranyamuga y'ikoranabuhanga,31,2026,auto_parsed,
rcha-it-000119,Ibirebana n’ikoranabuhanga,ibirêebana n’îikôranabûhaânga,,IT context | context,Contexte informatique,Ikoranabuhanga rya mudasobwa.,"Imikoranire yihariye cyangwa uruhurirane rw’ibikenerwa byifashishwa mu nzungano n’imikorere koranabuhanga harimo ibigenderwaho nk’ibiranga umukoreshabuhanga, inzira y’imikorere n’amakuru agenewe abaturage.",Inkoranyamuga y'ikoranabuhanga,31,2026,auto_parsed,
rcha-it-000120,Ibiro—koranabuhanga--,ibiro kôranabûhaânga,,Digital Workplace | Digital office,Office digitale,Ikoranabuhanga rya mudasobwa.,Ahantu cyangwa uburyo byorohereza abantu gukora bifashishije ikoranabuhanga.,Inkoranyamuga y'ikoranabuhanga,31,2026,auto_parsed,
rcha-it-000121,Ibiye ndanga,ibiîye ndaanga,,Trackball,Boule de commande,Ikoranabuhanga rya mudasobwa.,"Igikoresho gikozwe n’ibiye rishyigikiwe n’ikintu kirimo imfatamakuru zibona izunguruka ryaryo ku nsanganya (axe) ebyiri, kikaba gikoreshwa n’intoki mu kwimura akanyerezo ngaragazahantu ku irebero rya mudasobwa.",Inkoranyamuga y'ikoranabuhanga,32,2026,auto_parsed,
rcha-it-000122,Ibogama,ibogama,,Bias,Biais,Ubwenge buhangano.,Ikosa riri hagati y’ukuri kw’ibiboneka n’ikomeza kugaruka rikaboneka mu rugero rwigirwaho nyirizina bitewe n’inkeko zikocamye mu rugendo rwo kwigiraho kwa mudasobwa.,Inkoranyamuga y'ikoranabuhanga,32,2026,auto_parsed,
rcha-it-000123,Ibonezabucuruzi koranabuhanga,ibônezabûcuruuzi kôranabûhaânga,,Computer aided acquisition and logistic support | continuous acquisition and life cycle support,Soutien logistique intégré,Ikoranabuhanga ry’imari.,"Uburyo bw’ikoranabuhanga buhuza amakuru y’ihanga, ikora, iyamamaza n’igemura ry’ibicuruzwa no kubungabunga inganda.",Inkoranyamuga y'ikoranabuhanga,32,2026,auto_parsed,
rcha-it-000124,Ibonezamakuru,ibônezamâkurû,,Data organization | data organizing,Organisation des données,Ikoranabuhanga rya mudasobwa.,"Itondekanya mbonera ry’amakuru mu isura yubakitse kugira ngo horoshywe ishakisha, isesengura n’isobanura ryayo.",Inkoranyamuga y'ikoranabuhanga,32,2026,auto_parsed,
rcha-it-000125,Ururimi mbonera rwa mudasobwa,ururîmi mbonerâ rwaa mûdasobwâ,,Logic programming | logic code | logic language,Langage de programmation logique | programmation logique | code logique | langage logique,Ikoranabuhanga rya mudasobwa.,Igenamikorere y’ikigega cy’amakuru n’igaragazashuho y’ubumenyi rishingiye ku mbonezamitekerereze mbonera harimo gushyiraho gahunda ziboneye zitanga ibisubizo ku bibazo byihariye binyuze mu guha hakoreshejwe ibonezamitekerereze ku rurimi mbonera rwa mudasobwa hakaboneka igisubizo cyifujwe.,Inkoranyamuga y'ikoranabuhanga,32,2026,auto_parsed,
rcha-it-000126,Ibonezarurimi rya mudasobwa,ibônezarûrimi rya mûdasobwâ,,Coding syntax,Syntaxe de codage,Ikoranabuhanga rya mudasobwa.,Amategeko n’imiterere yihariye iyobora imyandikire y’ururimi rwa mudasobwa mu rurimi rw’ibonezamikorere bituma mudasobwa ishobora kurwumva no kurukoresha.,Inkoranyamuga y'ikoranabuhanga,33,2026,auto_parsed,
rcha-it-000127,Ibungabungamafishiye,ibuungabuungamafishiye,,File management,Gestion de fichiers,Ikoranabuhanga rya mudasobwa.,"Gucunga amadosiye bikubiyemo kwita amazina, kubika no gutunganya amadosiye muri sisitemu cyangwa porogaramu kugira ngo byorohere kuyashakisha.",Inkoranyamuga y'ikoranabuhanga,33,2026,auto_parsed,
rcha-it-000128,Ibura rya murandasi,ibûra ryaa mûraandasî,Icikagurika rya murandasi (icîikagurika ryaa mûraandasî); kuvaho (kuvahô).,Internet Disconnection | Disconnection,Déconnexion internet | coupure,Ikoranabuhanga rya murandasi.,Kubura murandasi cyangwa kuba icikagurika bitewe n’inyoboragikoresho itakigezweho cyangwa yangiritse kubera amavirusi cyangwa se iyo inkoranabuhanga iriho ikoreshwa kimwe na modemu ndetse n’intanganzira bidaheruka kuvugururwa.,Inkoranyamuga y'ikoranabuhanga,33,2026,auto_parsed,
rcha-it-000129,Ibuto mbarutso,ibuto mbârutso,"Imbarutso (imbârutso); buto yo kwatsa (buto yô kwaatsa), incanyi (incâanyi).",Start button | Power button,Bouton de démarrage | bouton démarrer | bouton d’alimentation,Ikoranabuhanga rya mudasobwa.,Akantu ka mbere kuri mudasobwa bakanda iyo batsa cyangwa bazimya mudasobwa cyangwa ikindi gikoresho koranabuhanga.,Inkoranyamuga y'ikoranabuhanga,33,2026,auto_parsed,
rcha-it-000130,Ibuto ntangamabwiriza,ibuto ntâangamâbwiîriza,,Command button | Push button | Boutton,Bouton de commande | bouton poussoir | Bouton,Ikoranabuhanga rya mudasobwa.,"Igikoresho ngenzuzi giha uri gukoresha mudasobwa uburyo bworoshye bwo gutangiza igikorwa nko gushaka igisabwa mu nshakishamakuru cyangwa gukorana n’agatangazo menyesha, twavuga nko kwemeza igikorwa.",Inkoranyamuga y'ikoranabuhanga,33,2026,auto_parsed,
rcha-it-000131,Akarango ko ku ruhande,akaraango kô ku ruhaânde,,Side button,Bouton latéral,Ikoranabuhanga rya mudasobwa.,"Akarango kaba ku ruhande rwa telefoni zigezweho cyangwa irebero mudasobwa, ikagira umumaro wo kwatsa no kuzimya cyangwa kongera no kugabanya ijwi, hari n’ubwo gahabwa undi mumaro, kuri mudasâobwa zo muri iki gihe aka karango kari mu mashini mo imbere, mu itendekamikorere.",Inkoranyamuga y'ikoranabuhanga,34,2026,auto_parsed,
rcha-it-000132,Ijwi ntegeka,ijwî ntegeka,,Voice command,Commande vocale,Ikoranabuhanga rya mudasobwa.,"Amabwiriza atangwa n’ukoresha mudasobwa akoresheje ijwi kugira ngo inkoranabuhanga nkorabikorwa ikore umurimo runaka, bukaba ari uburyo umuntu aganiramo na robo mu buryo busa n’ikiganiro gisanzwe, bityo bikongera imikorere myiza n’uburyo bworoshye bwo gukoresha sisitemu bakoresheje ijwi ryabo aho gukoresha intoki.",Inkoranyamuga y'ikoranabuhanga,34,2026,auto_parsed,
rcha-it-000133,Ibuto nsohoranyandiko,ibuto nsohoranyandiko,,Print command,Commande d'impression,Ikoranabuhanga rya mudasobwa.,"Itegeko rituma abakoresha mudasobwa basohora inyandiko zanditseho handitswe inyandiko yagaragara mu mashini, bikaba byakorwa ku nzungano nkoresha zitandukanye.",Inkoranyamuga y'ikoranabuhanga,34,2026,auto_parsed,
rcha-it-000134,Imbonamabara,imbônamâbara,,Color detection algorithm,Algorithme de détection des couleurs,Ikoranabuhanga rya mudasobwa.,"Imbonezamibare ibona utunyangingo foto tw’ishusho tujyanye n’ibara cyangwa n’uruhurirane rw’amabara runaka, utwo tunyangingo tukaba twahindurwa bikenewe kugira ngo dutandukanywe n’ibindi bisigaye by’ishusho.",Inkoranyamuga y'ikoranabuhanga,34,2026,auto_parsed,
